Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,2012,1
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,2012,
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,2012,
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2012,1
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,2012,7
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,2012,5
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2012,6
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,2012,7
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,2012,4
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2012,2
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Unknown field,2012,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2012,2
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,2012,33
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,2012,13
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2012,4
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2012,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2012,3
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2012,2
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2012,3
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,2012,7
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,2012,5
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,2012,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,2012,3
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,2012,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,2012,10
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2012,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2012,5
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,2012,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,2012,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2012,2
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2012,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,2012,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,2012,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,2012,3
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,2012,2
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,2012,10
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,2012,2
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,2012,2
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,2012,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2012,6
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,2012,5
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,2012,11
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2012,6
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,2012,
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,2012,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2012,2
"Other race or race not reported, Not Hispanic or Latino",Unknown sex,Science and engineering,Psychology and social sciences,Psychology,2012,
"Other race or race not reported, Not Hispanic or Latino",Unknown sex,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2012,
"Other race or race not reported, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Other non-S&E,Business management and administration,2012,
Ethnicity not reported,Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2012,7
Ethnicity not reported,Male,Science and engineering,Life sciences,Biological and biomedical sciences,2012,50
Ethnicity not reported,Male,Science and engineering,Life sciences,Health sciences,2012,7
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2012,17
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2012,5
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2012,24
Ethnicity not reported,Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2012,30
Ethnicity not reported,Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2012,8
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Psychology,2012,17
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Anthropology,2012,1
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Economics,2012,8
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Political science and government,2012,12
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Sociology,2012,4
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Other social sciences,2012,18
Ethnicity not reported,Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2012,3
Ethnicity not reported,Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2012,13
Ethnicity not reported,Male,Science and engineering,Engineering,Chemical engineering,2012,9
Ethnicity not reported,Male,Science and engineering,Engineering,Civil engineering,2012,3
Ethnicity not reported,Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2012,18
Ethnicity not reported,Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2012,1
Ethnicity not reported,Male,Science and engineering,Engineering,Materials science engineering,2012,7
Ethnicity not reported,Male,Science and engineering,Engineering,Mechanical engineering,2012,7
Ethnicity not reported,Male,Science and engineering,Engineering,Other engineering,2012,12
Ethnicity not reported,Male,Non-science and engineering,Education,Education administration,2012,10
Ethnicity not reported,Male,Non-science and engineering,Education,Education research,2012,7
Ethnicity not reported,Male,Non-science and engineering,Education,Teacher education,2012,1
Ethnicity not reported,Male,Non-science and engineering,Education,Teaching fields,2012,1
Ethnicity not reported,Male,Non-science and engineering,Education,Other education,2012,7
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2012,2
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,History,2012,8
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,Letters,2012,18
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2012,16
Ethnicity not reported,Male,Non-science and engineering,Other non-S&E,Business management and administration,2012,11
Ethnicity not reported,Male,Non-science and engineering,Other non-S&E,Communication,2012,3
Ethnicity not reported,Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2012,2
Ethnicity not reported,Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2012,4
Ethnicity not reported,Female,Science and engineering,Life sciences,Biological and biomedical sciences,2012,27
Ethnicity not reported,Female,Science and engineering,Life sciences,Health sciences,2012,16
Ethnicity not reported,Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2012,5
Ethnicity not reported,Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2012,3
Ethnicity not reported,Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2012,5
Ethnicity not reported,Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2012,5
Ethnicity not reported,Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2012,4
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Psychology,2012,65
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Anthropology,2012,7
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Economics,2012,
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Political science and government,2012,4
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Sociology,2012,5
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Other social sciences,2012,14
Ethnicity not reported,Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2012,
Ethnicity not reported,Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2012,1
Ethnicity not reported,Female,Science and engineering,Engineering,Chemical engineering,2012,
Ethnicity not reported,Female,Science and engineering,Engineering,Civil engineering,2012,1
Ethnicity not reported,Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2012,2
Ethnicity not reported,Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2012,1
Ethnicity not reported,Female,Science and engineering,Engineering,Materials science engineering,2012,1
Ethnicity not reported,Female,Science and engineering,Engineering,Mechanical engineering,2012,1
Ethnicity not reported,Female,Science and engineering,Engineering,Other engineering,2012,6
Ethnicity not reported,Female,Non-science and engineering,Education,Education administration,2012,8
Ethnicity not reported,Female,Non-science and engineering,Education,Education research,2012,13
Ethnicity not reported,Female,Non-science and engineering,Education,Teacher education,2012,
Ethnicity not reported,Female,Non-science and engineering,Education,Teaching fields,2012,2
Ethnicity not reported,Female,Non-science and engineering,Education,Other education,2012,9
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2012,4
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,History,2012,4
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,Letters,2012,10
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2012,20
Ethnicity not reported,Female,Non-science and engineering,Other non-S&E,Business management and administration,2012,4
Ethnicity not reported,Female,Non-science and engineering,Other non-S&E,Communication,2012,4
Ethnicity not reported,Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2012,3
Ethnicity not reported,Unknown sex,Science and engineering,Life sciences,Agricultural sciences and natural resources,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Life sciences,Biological and biomedical sciences,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Life sciences,Health sciences,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Physical sciences and earth sciences,Chemistry,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Psychology and social sciences,Psychology,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Psychology and social sciences,Political science and government,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Psychology and social sciences,Other social sciences,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Engineering,Chemical engineering,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Engineering,Mechanical engineering,2012,
Ethnicity not reported,Unknown sex,Science and engineering,Engineering,Other engineering,2012,
Ethnicity not reported,Unknown sex,Non-science and engineering,Education,Education administration,2012,
Ethnicity not reported,Unknown sex,Non-science and engineering,Education,Education research,2012,
Ethnicity not reported,Unknown sex,Non-science and engineering,Education,Teacher education,2012,
Ethnicity not reported,Unknown sex,Non-science and engineering,Education,Other education,2012,
Ethnicity not reported,Unknown sex,Non-science and engineering,Humanities and arts,Letters,2012,
Ethnicity not reported,Unknown sex,Non-science and engineering,Humanities and arts,Other humanities and arts,2012,
Ethnicity not reported,Unknown sex,Non-science and engineering,Other non-S&E,Business management and administration,2012,
Ethnicity/Race not available,Male,Science and engineering,Life sciences,Detailed field unavailable,2012,1612
Ethnicity/Race not available,Male,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2012,1364
Ethnicity/Race not available,Male,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2012,1207
Ethnicity/Race not available,Male,Science and engineering,Psychology and social sciences,Detailed field unavailable,2012,854
Ethnicity/Race not available,Male,Science and engineering,Engineering,Detailed field unavailable,2012,3506
Ethnicity/Race not available,Male,Non-science and engineering,Education,Detailed field unavailable,2012,154
Ethnicity/Race not available,Male,Non-science and engineering,Humanities and arts,Detailed field unavailable,2012,390
Ethnicity/Race not available,Male,Non-science and engineering,Other non-S&E,Detailed field unavailable,2012,469
Ethnicity/Race not available,Female,Science and engineering,Life sciences,Detailed field unavailable,2012,1583
Ethnicity/Race not available,Female,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2012,595
Ethnicity/Race not available,Female,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2012,410
Ethnicity/Race not available,Female,Science and engineering,Psychology and social sciences,Detailed field unavailable,2012,747
Ethnicity/Race not available,Female,Science and engineering,Engineering,Detailed field unavailable,2012,847
Ethnicity/Race not available,Female,Non-science and engineering,Education,Detailed field unavailable,2012,306
Ethnicity/Race not available,Female,Non-science and engineering,Humanities and arts,Detailed field unavailable,2012,371
Ethnicity/Race not available,Female,Non-science and engineering,Other non-S&E,Detailed field unavailable,2012,365
Ethnicity/Race not available,Unknown sex,Science and engineering,Life sciences,Detailed field unavailable,2012,2
Ethnicity/Race not available,Unknown sex,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2012,
Ethnicity/Race not available,Unknown sex,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2012,
Ethnicity/Race not available,Unknown sex,Science and engineering,Psychology and social sciences,Detailed field unavailable,2012,
Ethnicity/Race not available,Unknown sex,Science and engineering,Engineering,Detailed field unavailable,2012,2
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Education,Detailed field unavailable,2012,
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Humanities and arts,Detailed field unavailable,2012,
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Other non-S&E,Detailed field unavailable,2012,
Ethnicity/Race not available,Male,Science and engineering,Life sciences,Detailed field unavailable,2012,258
Ethnicity/Race not available,Male,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2012,200
Ethnicity/Race not available,Male,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2012,188
Ethnicity/Race not available,Male,Science and engineering,Psychology and social sciences,Detailed field unavailable,2012,255
Ethnicity/Race not available,Male,Science and engineering,Engineering,Detailed field unavailable,2012,408
Ethnicity/Race not available,Male,Non-science and engineering,Education,Detailed field unavailable,2012,106
Ethnicity/Race not available,Male,Non-science and engineering,Humanities and arts,Detailed field unavailable,2012,187
Ethnicity/Race not available,Male,Non-science and engineering,Other non-S&E,Detailed field unavailable,2012,132
Ethnicity/Race not available,Female,Science and engineering,Life sciences,Detailed field unavailable,2012,312
Ethnicity/Race not available,Female,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2012,107
Ethnicity/Race not available,Female,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2012,61
Ethnicity/Race not available,Female,Science and engineering,Psychology and social sciences,Detailed field unavailable,2012,319
Ethnicity/Race not available,Female,Science and engineering,Engineering,Detailed field unavailable,2012,112
Ethnicity/Race not available,Female,Non-science and engineering,Education,Detailed field unavailable,2012,192
Ethnicity/Race not available,Female,Non-science and engineering,Humanities and arts,Detailed field unavailable,2012,177
Ethnicity/Race not available,Female,Non-science and engineering,Other non-S&E,Detailed field unavailable,2012,113
Ethnicity/Race not available,Unknown sex,Science and engineering,Life sciences,Detailed field unavailable,2012,13
Ethnicity/Race not available,Unknown sex,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2012,5
Ethnicity/Race not available,Unknown sex,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2012,3
Ethnicity/Race not available,Unknown sex,Science and engineering,Psychology and social sciences,Detailed field unavailable,2012,4
Ethnicity/Race not available,Unknown sex,Science and engineering,Engineering,Detailed field unavailable,2012,15
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Education,Detailed field unavailable,2012,4
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Humanities and arts,Detailed field unavailable,2012,2
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Other non-S&E,Detailed field unavailable,2012,5
Hispanic or Latino,Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2011,26
Hispanic or Latino,Male,Science and engineering,Life sciences,Biological and biomedical sciences,2011,164
Hispanic or Latino,Male,Science and engineering,Life sciences,Health sciences,2011,19
Hispanic or Latino,Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2011,53
Hispanic or Latino,Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2011,11
Hispanic or Latino,Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2011,31
Hispanic or Latino,Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2011,22
Hispanic or Latino,Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2011,22
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Psychology,2011,67
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Anthropology,2011,15
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Economics,2011,16
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Political science and government,2011,19
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Sociology,2011,14
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Other social sciences,2011,23
Hispanic or Latino,Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2011,8
Hispanic or Latino,Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2011,17
Hispanic or Latino,Male,Science and engineering,Engineering,Chemical engineering,2011,20
Hispanic or Latino,Male,Science and engineering,Engineering,Civil engineering,2011,13
Hispanic or Latino,Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2011,29
Hispanic or Latino,Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2011,5
Hispanic or Latino,Male,Science and engineering,Engineering,Materials science engineering,2011,9
Hispanic or Latino,Male,Science and engineering,Engineering,Mechanical engineering,2011,16
Hispanic or Latino,Male,Science and engineering,Engineering,Other engineering,2011,25
Hispanic or Latino,Male,Non-science and engineering,Education,Education administration,2011,15
Hispanic or Latino,Male,Non-science and engineering,Education,Education research,2011,35
Hispanic or Latino,Male,Non-science and engineering,Education,Teacher education,2011,
Hispanic or Latino,Male,Non-science and engineering,Education,Teaching fields,2011,9
Hispanic or Latino,Male,Non-science and engineering,Education,Other education,2011,6
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2011,32
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,History,2011,36
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,Letters,2011,25
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2011,43
Hispanic or Latino,Male,Non-science and engineering,Other non-S&E,Business management and administration,2011,29
Hispanic or Latino,Male,Non-science and engineering,Other non-S&E,Communication,2011,8
Hispanic or Latino,Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2011,11
Hispanic or Latino,Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2011,23
Hispanic or Latino,Female,Science and engineering,Life sciences,Biological and biomedical sciences,2011,191
Hispanic or Latino,Female,Science and engineering,Life sciences,Health sciences,2011,48
Hispanic or Latino,Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2011,37
Hispanic or Latino,Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2011,12
Hispanic or Latino,Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2011,15
Hispanic or Latino,Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2011,2
Hispanic or Latino,Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2011,4
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Psychology,2011,217
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Anthropology,2011,27
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Economics,2011,7
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Political science and government,2011,5
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Sociology,2011,33
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Other social sciences,2011,60
Hispanic or Latino,Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2011,
Hispanic or Latino,Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2011,9
Hispanic or Latino,Female,Science and engineering,Engineering,Chemical engineering,2011,8
Hispanic or Latino,Female,Science and engineering,Engineering,Civil engineering,2011,3
Hispanic or Latino,Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2011,5
Hispanic or Latino,Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2011,6
Hispanic or Latino,Female,Science and engineering,Engineering,Materials science engineering,2011,2
Hispanic or Latino,Female,Science and engineering,Engineering,Mechanical engineering,2011,8
Hispanic or Latino,Female,Science and engineering,Engineering,Other engineering,2011,5
Hispanic or Latino,Female,Non-science and engineering,Education,Education administration,2011,38
Hispanic or Latino,Female,Non-science and engineering,Education,Education research,2011,89
Hispanic or Latino,Female,Non-science and engineering,Education,Teacher education,2011,5
Hispanic or Latino,Female,Non-science and engineering,Education,Teaching fields,2011,15
Hispanic or Latino,Female,Non-science and engineering,Education,Other education,2011,18
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2011,50
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,History,2011,26
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,Letters,2011,32
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2011,43
Hispanic or Latino,Female,Non-science and engineering,Other non-S&E,Business management and administration,2011,10
Hispanic or Latino,Female,Non-science and engineering,Other non-S&E,Communication,2011,16
Hispanic or Latino,Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2011,27
Hispanic or Latino,Unknown sex,Science and engineering,Life sciences,Agricultural sciences and natural resources,2011,
Hispanic or Latino,Unknown sex,Science and engineering,Psychology and social sciences,Psychology,2011,
Hispanic or Latino,Unknown sex,Non-science and engineering,Education,Teaching fields,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,2011,6
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2011,3
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2011,3
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,2011,4
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,2011,3
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,2011,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,2011,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,2011,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,2011,4
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,2011,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,2011,4
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,2011,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,2011,8
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,2011,9
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2011,3
